1442	574	1362
1442	164	779
1443	447	763
1443	117	429
1444	447	763
1445	215	1414
1445	97	1204
1445	461	1245
1445	20	1209
1445	15	20
1446	20	985
1446	200	1323
1446	447	763
1446	215	491
1446	20	649
1446	425	447
1446	215	242
1446	720	1090
1447	117	147
1447	200	440
1447	372	461
1447	20	77
1449	295	447
1449	27	763
1449	160	425
1450	447	763
1450	215	1414
1450	20	74
1451	122	649
1451	447	763
1451	649	977
1452	77	649
1452	97	429
1454	74	434
1454	215	1414
1455	242	461
1455	372	461
1455	426	741
1455	215	985
1456	447	763
1456	290	1492
1456	290	1204
1457	425	447
1457	97	147
1457	15	429
1458	200	461
1459	89	200
1460	372	977
1460	77	387
1461	20	1204
1462	574	1362
1462	574	977
1462	20	491
1463	220	432
1463	122	649
1463	220	434
1463	447	763
1463	77	779
1463	220	378
1463	55	434
1463	426	649
1463	220	779
1466	117	147
1466	89	461
1469	122	779
1470	859	1245
1470	117	429
1470	200	1245
1471	117	147
1471	74	1209
1471	447	763
1471	147	200
1471	200	574
1471	71	859
1472	574	1362
1472	20	985
1473	200	1245
1473	74	1492
1473	491	1414
1474	372	977
1474	74	77
1474	20	1245
1475	20	1209
1477	649	985
1479	429	441
1479	1323	1414
1479	447	763
1479	97	1414
1481	242	1362
1481	164	432
1481	487	977
1482	89	461
1482	74	426
1482	147	434
1483	215	1492
1483	117	441
1483	122	215
1484	122	1492
1484	74	372
1484	429	432
1484	122	779
1484	77	649
1484	74	985
1484	985	1209
1484	426	985
1484	372	1414
1484	387	1204
1484	74	426
1484	164	779
1484	461	779
1484	475	677
1485	74	77
1485	71	491
1485	491	985
1485	117	434
1485	387	649
1485	242	1492
1485	751	1492
1485	461	649
1486	117	200
1486	20	977
1486	432	649
1486	3	200
1486	779	1245
1486	440	779
1487	3	1090
1487	215	1362
1487	117	1090
1488	20	215
1488	71	378
1488	435	491
1489	74	977
1489	97	461
1489	71	74
1490	158	440
1490	447	763
1490	290	1204
1490	117	461
1490	15	77
1490	720	1090
1491	447	763
1491	77	97
1491	20	122
1491	71	1090
1492	475	677
1492	401	441
1493	74	1209
1493	20	117
1494	89	649
1494	71	242
1494	649	1323
1494	77	649
1494	859	1414
1494	89	859
1494	20	426
1494	27	763
1495	475	653
1495	74	434
1495	122	1362
1495	122	426
1495	122	1492
1496	215	977
1496	122	1245
1496	215	290
1496	117	1090
1497	220	387
1497	220	378
1497	117	859
1497	3	20
1497	77	117
1497	117	1090
1497	387	859
1498	425	447
1498	74	426
1498	74	985
1499	159	653
1500	425	544
1500	295	544
1500	909	970
1501	460	489
1501	200	290
1501	290	574
1501	99	236
1501	378	741
1501	99	628
1501	387	741
1502	160	677
1502	79	173
1502	429	440
1503	429	441
1503	77	215
1503	491	574
1504	117	147
1504	401	977
1504	401	1362
1505	378	432
1505	649	1362
1505	147	1245
1505	242	1362
1505	1323	1492
1505	117	432
1505	387	435
1505	71	1204
1505	440	461
1505	89	242
1506	215	1090
1506	122	779
1506	487	491
1506	3	401
1506	242	432
1506	97	215
1506	74	122
1506	215	720
1506	215	426
1506	20	1414
1506	164	779
1506	3	491
1506	491	1260
1507	491	1492
1507	200	401
1507	200	1323
1507	487	491
1507	751	1090
1507	387	432
1507	720	779
1507	3	290
1507	55	1323
1507	487	1260
1507	164	432
1507	147	401
1507	117	1323
1508	89	649
1508	461	491
1508	401	1414
1508	435	859
1508	89	432
1508	164	603
1508	491	977
1508	71	401
1508	20	1245
1508	164	487
1508	290	1323
1508	290	603
1508	117	429
1509	491	603
1509	372	432
1509	164	1090
1509	372	977
1509	20	1090
1509	372	1492
1509	242	649
1509	859	1260
1509	491	720
1509	156	425
1509	122	1323
1509	20	74
1509	220	1414
1509	429	1090
1509	55	1260
1510	200	290
1510	34	677
1511	378	1260
1512	720	985
1512	147	387
1513	491	1204
1513	89	432
1513	74	242
1514	434	1260
1514	1260	1492
1514	441	1090
1515	122	426
1516	491	977
1516	387	491
1516	79	156
1516	242	1492
1516	77	491
1516	173	460
1517	117	200
1517	387	432
1517	79	156
1517	74	77
1517	242	435
1517	117	491
1517	74	491
1517	164	1414
1518	79	156
1518	74	77
1518	464	677
1518	165	447
1519	220	720
1519	79	156
1519	147	220
1520	74	1362
1521	242	491
1521	200	461
1521	378	461
1522	89	387
1522	441	1090
1523	117	147
1523	215	378
1523	117	859
1523	242	1245
1523	242	378
1524	387	432
1524	242	432
1524	147	441
1524	215	220
1525	117	200
1525	89	432
1525	1090	1362
1525	117	242
1526	20	441
1527	220	242
1527	77	649
1527	165	447
1527	215	720
1528	77	985
1528	71	429
1528	74	290
1528	71	290
1528	34	245
1528	491	1414
1528	71	859
1528	147	429
1528	117	441
1528	440	461
1528	429	859
1529	164	440
1529	122	649
1529	71	387
1529	122	1260
1529	164	720
1529	160	165
1529	628	763
1529	429	649
1529	147	164
1529	242	1260
1529	20	435
1529	435	720
1529	242	1204
1530	259	628
1530	447	884
1530	440	751
1530	89	1492
1530	117	378
1530	215	1492
1530	165	884
1530	434	1260
1531	429	432
1531	74	215
1531	432	1414
1531	27	628
1531	464	909
1531	378	720
1532	117	147
1532	649	720
1532	200	1323
1532	649	1362
1532	425	447
1532	20	1362
1533	290	574
1533	160	425
1533	97	147
1533	117	432
1533	491	859
1533	89	1245
1533	97	985
1533	378	432
1533	27	165
1533	290	720
1533	20	77
1534	425	447
1534	117	429
