1626	1467	1591
1628	1513	1591
1635	1591	1467
1636	1591	1467
1637	1591	1467
1638	1591	1467
1641	1467	1591
1642	1467	1591
1643	1467	1591
1648	1568	1591
1649	1568	1591
1650	1568	1591
1651	1568	1591
1654	1562	1467
1659	1524	1562
1661	1524	1562
1663	1771	1428
1670	1600	1523
1670	1525	1529
1670	1600	1544
1670	1600	1529
1670	1600	1519
1670	1544	1529
1670	1544	1519
1670	1600	1525
1670	1600	1583
1670	1510	1519
1670	1544	1525
1670	1519	1583
1670	1519	1525
1670	1519	1529
1670	1549	1525
1670	1583	1529
1670	1510	1525
1670	1583	1525
1670	1553	1525
1670	1583	1510
1671	1606	1523
1671	1600	1510
1671	1600	1544
1671	1600	1549
1671	1600	1529
1671	1600	1519
1671	1510	1544
1671	1544	1583
1671	1544	1529
1671	1544	1519
1671	1549	1529
1671	1519	1553
1671	1523	1525
1671	1600	1553
1671	1600	1525
1671	1600	1583
1671	1510	1549
1671	1510	1529
1671	1510	1519
1671	1544	1553
1671	1544	1549
1671	1544	1525
1671	1519	1549
1671	1519	1583
1671	1519	1525
1671	1519	1529
1671	1549	1553
1671	1549	1525
1671	1549	1583
1671	1583	1529
1671	1553	1523
1671	1510	1525
1671	1583	1553
1671	1583	1525
1671	1553	1525
1671	1510	1553
1671	1583	1510
1672	1600	1510
1672	1600	1544
1672	1600	1549
1672	1600	1529
1672	1600	1519
1672	1510	1544
1672	1544	1583
1672	1544	1529
1672	1544	1519
1672	1549	1529
1672	1519	1553
1672	1523	1525
1672	1600	1553
1672	1600	1525
1672	1600	1583
1672	1510	1549
1672	1510	1529
1672	1510	1519
1672	1544	1553
1672	1544	1523
1672	1544	1549
1672	1544	1525
1672	1519	1549
1672	1519	1583
1672	1519	1523
1672	1519	1525
1672	1519	1529
1672	1549	1553
1672	1549	1525
1672	1549	1583
1672	1583	1529
1672	1553	1523
1672	1529	1525
1672	1510	1525
1672	1583	1553
1672	1583	1525
1672	1553	1525
1672	1510	1553
1672	1583	1510
1673	1600	1553
1673	1600	1523
1673	1600	1525
1673	1600	1583
1673	1510	1549
1673	1510	1529
1673	1510	1519
1673	1544	1553
1673	1544	1523
1673	1544	1549
1673	1544	1525
1673	1519	1549
1673	1519	1583
1673	1519	1523
1673	1519	1525
1673	1519	1529
1673	1549	1553
1673	1549	1523
1673	1549	1525
1673	1549	1583
1673	1583	1529
1673	1553	1523
1673	1523	1529
1673	1529	1525
1673	1510	1525
1673	1583	1553
1673	1583	1525
1673	1553	1525
1673	1510	1553
1673	1583	1510
1674	1510	1525
1674	1583	1553
1674	1583	1525
1674	1553	1525
1674	1510	1553
1674	1583	1510
1675	1519	1549
1675	1510	1525
1675	1583	1553
1675	1583	1525
1675	1553	1525
1675	1510	1553
1675	1583	1510
1676	1622	1529
1676	1510	1525
1676	1583	1553
1676	1583	1525
1676	1553	1525
1676	1510	1553
1676	1583	1510
1677	1510	1525
1677	1583	1553
1677	1583	1525
1677	1553	1525
1677	1510	1553
1677	1583	1510
1678	1510	1525
1678	1583	1553
