40080	1238	1246
41580	1238	1246
41660	1238	1246
41760	1238	1246
44460	1238	1246
46940	1238	1327
47220	1238	1327
51780	1238	1352
51840	1238	1374
51860	1238	1374
51940	1238	1305
58020	1246	1374
58040	1246	1374
58060	1246	1374
58120	1246	1374
58160	1238	1374
58300	1238	1246
58320	1238	1246
58540	1246	1365
58700	1246	1393
58740	1238	1246
58740	1246	1393
58760	1238	1246
58760	1246	1393
58760	1238	1393
58780	1246	1393
58780	1238	1393
58800	1238	1246
58800	1246	1393
58860	1238	1246
58860	1246	1305
58900	1238	1246
58980	1238	1246
58980	1246	1352
59000	1238	1246
59000	1246	1352
59020	1246	1352
59040	1246	1352
59060	1246	1352
59440	1246	1352
59480	1246	1352
59540	1246	1352
59560	1238	1246
59560	1246	1352
59680	1238	1246
59720	1246	1352
59740	1238	1352
59740	1246	1352
59760	1238	1352
59960	1246	1399
60000	1246	1391
60020	1246	1391
60100	1238	1391
60120	1238	1391
60180	1238	1246
60500	1238	1246
60540	1238	1246
60580	1246	1395
60600	1246	1395
60620	1246	1395
60640	1246	1395
60660	1246	1395
60680	1246	1395
60700	1238	1246
60740	1246	1395
60780	1246	1378
60800	1246	1378
60820	1246	1378
60860	1246	1378
60920	1238	1246
60940	1246	1378
60960	1246	1378
60980	1246	1378
61020	1238	1246
61040	1246	1378
61160	1246	1378
61220	1246	1378
61240	1246	1378
61260	1246	1378
61300	1246	1378
61360	1246	1378
61380	1246	1378
61420	1246	1378
61440	1238	1246
61460	1246	1378
61460	1238	1246
61480	1246	1378
61500	1246	1378
61520	1246	1378
61560	1246	1378
61580	1246	1378
61720	1238	1246
61800	1246	1378
61900	1238	1246
62420	1238	1378
63280	1109	1246
63440	1109	1246
63760	1114	1181
63840	1114	1164
63860	1109	1114
63880	1109	1114
63900	1109	1114
63940	1109	1114
63960	1109	1114
63980	1109	1114
64000	1109	1114
64020	1109	1114
64040	1109	1114
64060	1109	1114
64080	1109	1114
64080	1164	1181
64100	1109	1114
64120	1109	1114
64140	1109	1114
64460	1164	1181
64480	1109	1114
64480	1164	1181
64500	1109	1114
64500	1164	1181
64520	1109	1114
64520	1164	1181
64540	1109	1114
64540	1164	1181
64560	1109	1114
64560	1164	1181
64580	1109	1114
64600	1109	1114
64600	1164	1181
64620	1115	1295
64620	1109	1114
64640	1115	1295
64640	1109	1114
64660	1115	1295
64660	1114	1164
64660	1109	1114
64680	1115	1295
64680	1109	1114
64680	1164	1181
64700	1295	1518
64700	1109	1114
64720	1246	1518
64720	1114	1295
64740	1246	1518
64740	1114	1295
64760	1109	1114
64780	1181	1295
64800	1115	1518
64800	1114	1295
64820	1115	1295
64820	1114	1115
64820	1114	1295
64840	1115	1295
64840	1114	1295
64900	1114	1295
64920	1378	1518
64960	1109	1374
64980	1114	1115
65120	1114	1295
65140	1114	1295
65160	1114	1295
65180	1114	1115
65180	1114	1295
65200	1114	1115
65200	1114	1295
65220	1114	1295
65240	1114	1295
65260	1114	1295
65280	1109	1518
65300	1109	1518
65300	1114	1295
65320	1109	1518
65320	1114	1295
65340	1114	1295
65340	1109	1378
65360	1109	1378
65440	1114	1295
65540	1115	1181
65560	1115	1181
65580	1181	1295
65580	1115	1181
65620	1181	1518
65620	1109	1164
65620	1114	1295
65640	1109	1164
65660	1109	1164
65680	1109	1164
65680	1114	1295
65700	1109	1164
65700	1114	1295
65720	1109	1164
65720	1114	1295
65740	1115	1295
65740	1109	1115
65740	1114	1295
65760	1109	1115
65760	1207	1518
65760	1513	1518
65760	1207	1513
65760	1114	1295
65780	1109	1115
65780	1115	1207
65780	1207	1518
65780	1513	1518
65800	1109	1115
65800	1513	1518
65800	1114	1295
65820	1109	1115
65820	1115	1207
65820	1513	1518
65840	1109	1115
65840	1115	1207
65840	1513	1518
65860	1513	1518
65880	1109	1115
65880	1115	1207
65880	1513	1518
65900	1109	1207
65900	1109	1115
65900	1513	1518
65900	1114	1295
65920	1513	1518
65920	1114	1295
65940	1114	1207
65940	1207	1295
65940	1114	1295
65960	1115	1207
65960	1114	1295
65980	1513	1518
65980	1114	1295
66000	1109	1518
66000	1115	1320
66000	1207	1513
66000	1114	1295
66000	1164	1181
66020	1109	1518
66020	1115	1320
66020	1115	1374
66020	1207	1518
66020	1513	1518
66020	1207	1513
66020	1114	1295
66040	1115	1513
66040	1207	1518
66040	1513	1518
66040	1109	1114
66040	1207	1513
66060	1207	1518
66060	1109	1114
66060	1207	1513
66080	1513	1518
66080	1109	1114
66100	1513	1518
66100	1109	1114
66120	1513	1518
66120	1109	1114
66140	1513	1518
66140	1207	1393
66160	1513	1518
66160	1207	1393
66160	1114	1295
66160	1164	1181
66180	1109	1207
66180	1513	1518
66180	1207	1393
66200	1109	1207
66200	1513	1518
66220	1109	1207
66220	1513	1518
66220	1207	1393
66220	1164	1181
66240	1513	1518
66260	1207	1393
66280	1109	1207
66280	1513	1518
66280	1207	1393
66280	1114	1295
66280	1164	1181
66300	1109	1115
66300	1513	1518
66300	1114	1295
66300	1164	1181
66320	1513	1518
66320	1207	1393
66320	1114	1295
66340	1513	1518
66340	1207	1393
66340	1114	1295
66340	1115	1391
66360	1114	1207
66360	1109	1207
66360	1513	1518
66360	1207	1393
66360	1114	1295
66360	1115	1391
66380	1114	1207
66380	1207	1295
66380	1513	1518
66380	1207	1393
66380	1114	1295
66380	1109	1295
66400	1114	1207
66400	1109	1207
66400	1207	1295
66400	1513	1518
66400	1207	1393
66400	1115	1327
66400	1114	1295
66400	1109	1295
66420	1114	1207
66420	1115	1383
66420	1207	1295
66420	1513	1518
66420	1207	1393
66420	1114	1295
66420	1109	1295
66440	1114	1207
66440	1207	1295
66440	1513	1518
66440	1114	1295
66460	1115	1399
66460	1114	1115
66460	1513	1518
66460	1207	1393
66480	1513	1518
66480	1207	1393
66500	1164	1295
66500	1181	1238
66500	1513	1518
66500	1207	1393
66500	1164	1181
